"CommentID","intent","sentiment","sentiment_score","crisis_level","crisis_reason","pain_points","content_suggestion","summary","is_advisor","is_seeding","labeled_at"
"1616320479952252","spam","trung_lap","0.0","none","","[]","","Người dùng tự giới thiệu là tư vấn viên bảo hiểm AIA tại TP.HCM.","True","False","2026-09-03T11:20:32.662570"
"1616321166618850","spam","trung_lap","0.0","none","","[]","","Người dùng tự giới thiệu là Tuyết Sương, tư vấn viên bảo hiểm Cathay Life tại Bình Dương, cung cấp cả bảo hiểm nhân thọ và phi nhân thọ, kèm số điện thoại liên hệ.","True","False","2026-09-03T11:20:32.662570"
"1616322349952065","spam","trung_lap","0.0","none","","[]","","Người dùng tự giới thiệu là tư vấn viên bảo hiểm Cathay tại Thái Bình và bày tỏ sự vui mừng được kết nối.","True","False","2026-09-03T11:20:32.662570"
"1616325129951787","spam","trung_lap","0.0","none","","[]","","Người dùng tự giới thiệu là tư vấn viên Manulife và cộng tác viên với các hãng bảo hiểm phi nhân thọ, cho biết có thể cung cấp nhiều sản phẩm.","True","False","2026-09-03T11:20:32.662570"
"1616325826618384","spam","trung_lap","0.0","none","","[]","","Người dùng yêu cầu nhắn tin riêng qua Zalo theo số điện thoại được cung cấp.","False","False","2026-09-03T11:20:32.662570"
"1616326373284996","spam","trung_lap","0.0","none","","[]","","Lời kêu gọi nhắn tin riêng.","True","False","2026-09-03T11:20:42.574574"
"1616330839951216","spam","trung_lap","0.0","none","","[]","","Lời kêu gọi nhắn tin riêng.","True","False","2026-09-03T11:20:42.574574"
"1616331013284532","spam","trung_lap","0.0","none","","[]","","Cung cấp số điện thoại liên hệ.","True","False","2026-09-03T11:20:42.574574"
"1616331183284515","spam","trung_lap","0.0","none","","[]","","Cung cấp số điện thoại để giao tiếp.","True","False","2026-09-03T11:20:42.574574"
"1616333636617603","spam","trung_lap","0.1","none","","[]","","Một tư vấn viên của Manulife giới thiệu bản thân và số điện thoại, bày tỏ mong muốn được đồng hành.","True","False","2026-09-03T11:20:42.574574"
"1616335079950792","spam","trung_lap","0.0","none","","[]","","Comment chỉ chứa một từ duy nhất.","False","False","2026-09-03T11:20:57.638670"
"1616337346617232","spam","trung_lap","0.0","none","","[]","","Một người tự giới thiệu là Lan Hương, có 5 năm kinh nghiệm tại AIA và sẵn sàng giải đáp thắc mắc về bảo hiểm.","True","False","2026-09-03T11:20:57.638670"
"1616338423283791","spam","trung_lap","0.0","none","","[]","","Người dùng mời một người tên Phi nhắn tin riêng.","True","False","2026-09-03T11:20:57.638670"
"1616343596616607","spam","trung_lap","0.0","none","","[]","","Một người tự giới thiệu là Kiên từ công ty BHNT Hanwha Life Việt Nam và mong muốn được đồng hành.","True","False","2026-09-03T11:20:57.638670"
"1616346986616268","spam","trung_lap","0.0","none","","[]","","Một người tự giới thiệu là Tiến Hợp từ công ty BH Dai-ichi Life Việt Nam khu vực Vĩnh Phúc.","True","False","2026-09-03T11:20:57.638670"
"1616350379949262","spam","trung_lap","0.0","none","","[]","","Một tư vấn viên Bảo Việt Nhân Thọ tự giới thiệu bản thân và địa điểm ở TP.HCM.","True","False","2026-09-03T11:21:11.453701"
"1616350803282553","y_kien_trung_lap","trung_lap","0.0","none","","[]","","Comment chỉ chứa một tên riêng.","False","False","2026-09-03T11:21:11.453701"
"1616351059949194","spam","trung_lap","0.0","none","","[]","","Một người dùng yêu cầu Nguyễn Bảo Ngọc gửi tin nhắn riêng.","True","False","2026-09-03T11:21:11.453701"
"1616351339949166","spam","trung_lap","0.0","none","","[]","","Một người dùng yêu cầu Tiến Hợp gửi tin nhắn riêng.","True","False","2026-09-03T11:21:11.453701"
"1616356363281997","spam","trung_lap","0.0","none","","[]","","Một tư vấn viên Bảo Việt Nhân Thọ tên Hồng Ly tự giới thiệu bản thân và địa điểm ở Tây Ninh.","True","False","2026-09-03T11:21:11.453701"
"1616357566615210","spam","trung_lap","0.0","none","","[]","","Người dùng yêu cầu nhắn tin riêng.","True","True","2026-09-03T11:21:24.720272"
"1616363086614658","y_kien_trung_lap","trung_lap","0.0","none","","[]","","Người dùng đưa ra một lời đáp ngắn gọn.","False","False","2026-09-03T11:21:24.720272"
"1616363696614597","spam","trung_lap","0.0","none","","[]","","Người dùng tự giới thiệu là tư vấn viên Bảo Việt Nhân Thọ chi nhánh Khánh Hòa.","True","True","2026-09-03T11:21:24.720272"
"1616369013280732","spam","trung_lap","0.0","none","","[]","","Người dùng tự giới thiệu là tư vấn viên Bảo Việt Nhân Thọ Sài Gòn.","True","True","2026-09-03T11:21:24.720272"
"1616374943280139","spam","trung_lap","0.0","none","","[]","","Người dùng tự giới thiệu là Huy, tư vấn viên toàn thời gian của AIA tại Hải Phòng.","True","True","2026-09-03T11:21:24.720272"
"1616376956613271","spam","trung_lap","0.0","none","","[]","","Yêu cầu nhắn tin riêng.","True","False","2026-09-03T11:21:36.893021"
"1616377039946596","spam","trung_lap","0.0","none","","[]","","Yêu cầu nhắn tin riêng.","True","False","2026-09-03T11:21:36.893021"
"1616377119946588","spam","trung_lap","0.0","none","","[]","","Yêu cầu nhắn tin riêng.","True","False","2026-09-03T11:21:36.893021"
"1616377959946504","spam","tich_cuc","0.5","none","","[]","","Quảng cáo bảo hiểm nhân thọ và phi nhân thọ của Fubon Life, mời tư vấn miễn phí và để lại thông tin liên hệ.","True","False","2026-09-03T11:21:36.893021"
"1616382533279380","spam","trung_lap","0.0","none","","[]","","Một tư vấn viên của Bảo Việt Nhân thọ tại Thái Bình tự giới thiệu.","True","False","2026-09-03T11:21:36.893021"
"1616382946612672","spam","trung_lap","0.0","none","","[]","","Một tư vấn viên Prudential giới thiệu bản thân, khu vực hoạt động và số điện thoại, mời kết nối với đồng nghiệp.","True","False","2026-09-03T11:21:49.609239"
"1616395236611443","spam","trung_lap","0.0","none","","[]","","Một người tự nhận là tư vấn viên bảo hiểm và cho biết khu vực hoạt động tại Phú Thọ.","True","False","2026-09-03T11:21:49.609239"
"1616397923277841","y_kien_trung_lap","trung_lap","0.0","none","","[]","","Người dùng bày tỏ sự nghi ngờ hoặc ngạc nhiên với nội dung trước đó.","False","False","2026-09-03T11:21:49.609239"
"1616399913277642","spam","trung_lap","0.0","none","","[]","","Một người giới thiệu đang làm việc cho Shinhan Life và có hệ thống cộng tác viên tại TP.HCM.","True","False","2026-09-03T11:21:49.609239"
"1616400623277571","spam","trung_lap","0.0","none","","[]","","Một người giới thiệu bản thân liên quan đến Bảo Việt Nhân Thọ tại Đăk Lăk.","True","False","2026-09-03T11:21:49.609239"
"1616406363276997","spam","trung_lap","0.0","none","","[]","","Một người tự giới thiệu là tư vấn viên AIA tại Thái Bình.","True","False","2026-09-03T11:22:01.902297"
"1616408209943479","y_kien_trung_lap","tich_cuc","0.5","none","","[]","","Một bình luận thể hiện sự đồng tình hoặc ủng hộ bằng biểu tượng cảm xúc.","False","False","2026-09-03T11:22:01.902297"
"1616410726609894","spam","trung_lap","0.0","none","","[]","","Một người tự giới thiệu là tư vấn viên bảo hiểm toàn thời gian của Generali.","True","False","2026-09-03T11:22:01.902297"
"1616422706608696","spam","trung_lap","0.0","none","","[]","","Một lời kêu gọi nhắn tin riêng.","True","False","2026-09-03T11:22:01.902297"
"1616422773275356","spam","trung_lap","0.0","none","","[]","","Một lời kêu gọi nhắn tin riêng, có nhắc đến tên Ngọc Loan.","True","False","2026-09-03T11:22:01.902297"
"1616422823275351","spam","trung_lap","0.0","none","","[]","","Người dùng yêu cầu nhắn tin riêng.","True","True","2026-09-03T11:22:13.278619"
"1616422879942012","spam","trung_lap","0.0","none","","[]","","Người dùng yêu cầu nhắn tin riêng.","True","True","2026-09-03T11:22:13.278619"
"1616423213275312","spam","trung_lap","0.0","none","","[]","","Người dùng yêu cầu nhắn tin riêng.","True","True","2026-09-03T11:22:13.278619"
"1616451236605843","spam","trung_lap","0.0","none","","[]","","Người dùng tự giới thiệu là đại lý AIA tại Hưng Yên.","True","True","2026-09-03T11:22:13.278619"
"1616468566604110","spam","trung_lap","0.0","none","","[]","","Người dùng yêu cầu nhắn tin riêng.","True","True","2026-09-03T11:22:13.278619"
"1616530013264632","y_kien_trung_lap","trung_lap","0.1","none","","[]","gioi thieu ve cong ty","Người dùng yêu cầu thông tin giới thiệu về người/bên đăng bài để tiện liên hệ.","False","False","2026-09-03T11:22:36.078172"
"1616579019926398","y_kien_trung_lap","trung_lap","0.0","none","","[]","","Người dùng phản hồi ngắn gọn ""dạ auki ạ"".","False","False","2026-09-03T11:22:36.078172"
"1616598303257803","spam","trung_lap","0.0","none","","[]","","Người dùng bình luận một chữ ""K"".","False","False","2026-09-03T11:22:36.078172"
"1617135229870777","spam","tich_cuc","0.5","none","","[]","","Bài đăng quảng cáo cơ hội hợp tác kinh doanh chuỗi SPA, mời gọi các đại lý bảo hiểm giới thiệu khách hàng để chia sẻ lợi nhuận.","True","True","2026-09-03T11:22:36.078172"
"1617179359866364","spam","trung_lap","0.0","none","","[]","","Người dùng yêu cầu nhắn tin riêng.","True","True","2026-09-03T11:22:36.078172"
"1617270063190627","y_kien_trung_lap","tich_cuc","0.7","none","","[]","","Người dùng tự giới thiệu là thành viên từ Bảo Việt Tây Nguyên Bình Phước và bày tỏ sự vui mừng khi được kết nối, học hỏi.","True","False","2026-09-03T11:22:49.138425"
"1617288576522109","y_kien_trung_lap","trung_lap","0.0","none","","[]","","Người dùng yêu cầu cung cấp các thông tin chi tiết về tư vấn viên bảo hiểm như họ tên, công ty, khu vực, dòng bảo hiểm và kinh nghiệm.","False","False","2026-09-03T11:22:49.138425"
"1617288916522075","spam","trung_lap","0.0","none","","[]","","Người dùng yêu cầu một cá nhân cụ thể nhắn tin riêng cho mình.","True","False","2026-09-03T11:22:49.138425"
"1617321589852141","y_kien_trung_lap","trung_lap","0.0","none","","[]","","Người dùng phản hồi bằng một lời xác nhận lịch sự.","False","False","2026-09-03T11:22:49.138425"
"1616457496605217","spam","tich_cuc","0.4","none","","[]","","Người dùng đăng một câu quảng cáo về ưu đãi đặc biệt.","True","True","2026-09-03T11:22:49.138425"
"1616457776605189","spam","tich_cuc","0.3","none","","[]","cac loai the bao hiem generali","Comment giới thiệu Generali hiện có 5 hạng thẻ bảo hiểm để khách hàng lựa chọn.","True","True","2026-09-03T11:24:08.003670"
"1616458059938494","spam","tich_cuc","0.8","none","","[]","","Một tư vấn viên liệt kê chi tiết các ưu điểm của thẻ bảo hiểm Generali như không đồng chi, bé tham gia độc lập, hạn mức cao, bảo lãnh rộng, chi trả ung thư mọi phương pháp và cung cấp thông tin liên hệ.","True","True","2026-09-03T11:24:08.003670"
"1616518883265745","spam","tich_cuc","0.5","none","","[]","","Người dùng chia sẻ đã mua bảo hiểm và khuyên nên chọn tư vấn viên độc lập để được tư vấn khách quan theo nhu cầu.","True","True","2026-09-03T11:24:08.003670"
"1616521656598801","khen","tich_cuc","0.7","none","","[]","uu diem bao hiem fwd","Người dùng khen ngợi FWD tại TPHCM qua kênh Banca vì sự tiện lợi và chi trả nhanh chóng.","False","False","2026-09-03T11:24:08.003670"
"1616526489931651","spam","trung_lap","0.0","none","","[]","","Người dùng mời inbox để được tư vấn.","True","True","2026-09-03T11:24:08.003670"
"1616528533264780","spam","trung_lap","0.0","none","","[]","","Một đại lý bảo hiểm AIA giới thiệu sản phẩm bảo hiểm nhân thọ và sức khỏe, mời liên hệ để được tư vấn.","True","False","2026-09-03T11:24:18.052461"
"1616530953264538","spam","trung_lap","0.0","none","","[]","","Một người mời liên hệ qua Techcombank để được tư vấn.","True","False","2026-09-03T11:24:18.052461"
"1616531903264443","spam","tich_cuc","0.5","none","","[]","","Một tư vấn viên AIA quảng bá các quyền lợi vượt trội của thẻ bảo hiểm sức khỏe AIA, đặc biệt là tái tục trọn đời và quyền lợi nằm viện công, mời liên hệ để được tư vấn chi tiết.","True","False","2026-09-03T11:24:18.052461"
"1616538206597146","spam","tich_cuc","0.3","none","","[]","","Một tư vấn viên Manulife mời khách hàng liên hệ để nhận tư vấn về giải pháp bảo vệ sức khỏe và tài chính toàn diện.","True","False","2026-09-03T11:24:18.052461"
"1616544359929864","spam","tich_cuc","0.3","none","","[]","","Một tư vấn viên Bảo Việt Nhân Thọ giới thiệu bản thân và mời tư vấn về giải pháp bảo vệ sức khỏe và tài chính.","True","False","2026-09-03T11:24:18.052461"
"1616545486596418","spam","trung_lap","0.0","none","","[]","","Người dùng mời liên hệ qua Zalo và giới thiệu là nhân viên Sacombank chi nhánh Hàng Xanh.","True","False","2026-09-03T11:24:29.764021"
"1616546323263001","spam","trung_lap","0.0","none","","[]","","Người dùng mời kết bạn Zalo hoặc gọi điện thoại để được tư vấn.","True","False","2026-09-03T11:24:29.764021"
"1616546713262962","spam","tich_cuc","0.4","none","","[]","","Bảo Việt đưa ra một thông điệp marketing chung bày tỏ sự hân hạnh được đồng hành cùng khách hàng.","True","True","2026-09-03T11:24:29.764021"
"1616561383261495","spam","trung_lap","0.0","none","","[]","","Người dùng mời kết nối Zalo để được hỗ trợ.","True","False","2026-09-03T11:24:29.764021"
"1616567103260923","spam","trung_lap","0.0","none","","[]","","Người dùng mời kết bạn Zalo hoặc gọi điện thoại để được tư vấn.","True","False","2026-09-03T11:24:29.764021"
